Geographic Area,City,Median Income
IA,West Bend city,44766
AK,Emmonak city,44773
NY,Spencer village,44773
IA,Elgin city,44779
MS,D'Iberville city,44784
NE,South Sioux City city,44784
FL,Lantana town,44786
ID,Malta city,44792
LA,Goldonna village,44792
MO,Oak Ridge town,44792
MO,Vandiver village,44792
NV,Yerington city,44792
OH,Burton village,44792
OR,Detroit city,44792
PA,Rebersburg ,44792
PA,Rote ,44792
TX,Buffalo city,44792
WI,Pigeon Falls village,44792
CA,Stockton city,44797
NM,Holloman AFB ,44797
FL,Cape Canaveral city,44802
TX,San Angelo city,44802
FL,North DeLand ,44803
NY,Tonawanda city,44805
MO,Hazelwood city,44807
AL,Rosa town,44808
PA,Millersville borough,44808
CO,Lake City town,44821
ND,St. Thomas city,44821
SD,Bridgewater city,44821
WI,Westfield village,44821
MT,East Helena city,44828
FL,West DeLand ,44840
CA,Plymouth city,44844
IL,Ridge Farm village,44844
LA,Grand Cane village,44844
AZ,Prescott city,44846
FL,Broadview Park ,44850
AL,Weaver city,44851
IL,Evansville village,44853
VT,Randolph ,44853
MN,Brooklyn Center city,44855
PA,Friedensburg ,44856
NC,Mars Hill town,44861
OH,Walnut Creek ,44861
WI,Green Lake city,44861
CA,Lompoc city,44866
FL,Vero Beach South ,44868
CA,Hesperia city,44874
OH,Brookville city,44875
OR,Echo city,44875
WI,Eastman village,44875
NY,Mattydale ,44882
IA,Inwood city,44886
KS,Moundridge city,44886
MD,San Mar ,44886
MO,Charlack city,44886
TX,Camp Swift ,44886
WV,Dixie ,44886
WV,Kingwood city,44886
IN,Auburn city,44889
OH,Atwater ,44890
PA,Bridgeville borough,44893
HI,Papaikou ,44896
IA,Sutherland city,44896
MO,Highlandville city,44896
NC,Faith town,44896
WA,Lakewood city,44902
KS,Onaga city,44904
TX,Amherst city,44904
CA,Rosemead city,44906
MO,Columbia city,44907
TX,Hull ,44907
TX,Rosenberg city,44916
TX,Borger city,44918
IA,Buffalo city,44922
CA,Paradise town,44923
MA,Adams ,44926
NC,Stanley town,44929
AR,Little Flock city,44931
PA,Lawson Heights ,44932
TN,Cornersville town,44934
CA,Waterford city,44936
MN,Spring Valley city,44939
TX,Anahuac city,44940
GA,Marietta city,44953
OH,New Haven  (Hamilton County),44966
WI,New London city,44977
OH,Clyde city,44982
CA,Pi_on Hills ,44984
FL,Wright ,44991
AL,Five Points town,45000
AL,Minor ,45000
AK,Chignik Lake ,45000
CO,Alma town,45000
CO,Kit Carson town,45000
CO,Welby ,45000
ID,Crouch city,45000
ID,Eden city,45000
ID,Greenleaf city,45000
IL,Deer Grove village,45000
IL,Mansfield village,45000
IN,Milton town,45000
IA,Rhodes city,45000
IA,Toronto city,45000
KS,Elkhart city,45000
KS,Willard city,45000
ME,Brunswick Station ,45000
MI,Allen village,45000
MI,Birch Run village,45000
MI,Harbor Springs city,45000
MI,Snover ,45000
MN,Hollandale city,45000
MN,Holloway city,45000
MN,Lake George ,45000
MN,Lake Henry city,45000
MN,McKinley city,45000
MN,Maynard city,45000
MN,Osage ,45000
MN,Wilmont city,45000
MO,Allenville village,45000
MO,Oregon city,45000
MT,Valier town,45000
NE,Alma city,45000
NE,Weston village,45000
NY,Castorland village,45000
NY,Forestville village,45000
NY,Millport village,45000
NY,Pulaski village,45000
NC,Bunnlevel ,45000
OH,Lucas village,45000
OH,Ludlow Falls village,45000
OH,Mount Eaton village,45000
OH,Newtonsville village,45000
OH,Rushville village,45000
OH,South Solon village,45000
OH,Willshire village,45000
PA,Auburn borough,45000
PA,Claysville borough,45000
PA,Grampian borough,45000
PA,New Lebanon borough,45000
PA,Port Trevorton ,45000
PA,Schellsburg borough,45000
SD,Fulton town,45000
SD,Wall town,45000
TN,Kimball town,45000
TX,Abernathy city,45000
TX,Carmine city,45000
TX,Montague ,45000
VA,Deltaville ,45000
WV,Hendricks town,45000
WV,Stonewood city,45000
WI,Chaseburg village,45000
IA,Washington city,45013
GA,Hawkinsville city,45023
PA,Scotland ,45024
KY,Nicholasville city,45026
MN,Duluth city,45034
NM,White Sands ,45046
MN,Tower city,45050
NE,Wisner city,45052
AZ,Centennial Park ,45060
IL,University Park village,45062
IN,Waynetown town,45068
OH,Mayfield Heights city,45071
MI,Cutlerville ,45072
SD,Lennox city,45074
PA,Shamokin Dam borough,45075
IL,Roxana village,45076
TX,Brazoria city,45076
AZ,Beaver Dam ,45078
IL,Durand village,45078
FL,Plant City city,45083
NY,Caroga Lake ,45083
IN,North Terre Haute ,45085
OH,Park Layne ,45086
VA,Lakeside ,45088
NY,Silver Creek village,45089
MA,Vineyard Haven ,45096
MI,Maple City ,45096
MI,Richmond city,45096
MT,Silesia ,45096
TX,Utopia ,45096
FL,Tarpon Springs city,45104
TN,Burns town,45104
MS,Horn Lake city,45105
TN,South Cleveland ,45106
IL,Scott AFB ,45114
ME,Naples ,45114
OH,Ney village,45114
UT,Tremonton city,45116
AL,Geiger town,45125
MO,Whiteman AFB ,45125
OH,Findlay city,45134
AL,Shelby ,45139
CA,Dillon Beach ,45139
NE,Carleton village,45139
OH,Iberia ,45139
TN,Hillsboro ,45139
TX,McKinney Acres ,45139
WI,Westby city,45145
MT,Havre city,45146
PA,Monongahela city,45150
TN,Auburntown town,45156
CA,Wofford Heights ,45163
FL,Ellenton ,45167
IL,Irving village,45167
IL,Payson village,45170
SC,Clover town,45173
SD,Brookings city,45175
CO,Calhan town,45179
MI,Elberta village,45179
NC,Landis town,45179
PA,McEwensville borough,45179
WV,Bruceton Mills town,45179
WI,Pound village,45179
MI,Fostoria ,45185
TX,Van city,45185
MT,Heron ,45192
OH,New Madison village,45192
AZ,Crozier ,45208
IL,Plainville village,45208
IL,Smithboro village,45208
NE,Snyder village,45208
OH,Bettsville village,45208
OH,Nevada village,45208
PA,Klingerstown ,45208
PA,Smethport borough,45208
TX,Iowa Park city,45208
WI,Bagley village,45208
ID,Franklin city,45217
OH,Middlefield village,45219
LA,Sterlington town,45221
WI,West Allis city,45221
OH,Troy city,45222
OR,St. Helens city,45225
CA,Bieber ,45227
NY,Limestone ,45227
MI,Memphis city,45234
WI,Sparta city,45234
MS,Sturgis town,45240
NY,Central Square village,45240
IN,Waveland town,45250
IA,Elliott city,45250
IA,Grandview city,45250
IA,Stratford city,45250
KS,Hillsboro city,45250
MN,Balaton city,45250
MT,Highwood ,45250
NY,South Lima ,45250
AZ,Verde Village ,45254
CA,Brooktrails ,45254
FL,Sebastian city,45266
KS,Newton city,45266
PA,Wilson borough,45267
CA,Desert View Highlands ,45268
MI,Benzonia village,45268
NH,North Conway ,45269
VA,Vinton town,45271
GA,Gumlog ,45273
KS,Bison city,45278
ME,Winthrop ,45278
NE,Stapleton village,45278
NY,Odessa village,45278
OH,Potsdam village,45278
TX,Sierra Blanca ,45278
VA,New Hope ,45278
OR,King City city,45283
MI,Leslie city,45288
NV,Stagecoach ,45288
NM,North Valley ,45291
VA,Warsaw town,45300
IL,Pontoon Beach village,45304
NC,Wendell town,45304
MO,Willard city,45305
TX,Clute city,45307
AL,Blue Springs town,45313
AR,Casa town,45313
ID,Mud Lake city,45313
IA,Callender city,45313
IA,Conrad city,45313
IA,Lone Rock city,45313
KS,Lewis city,45313
KS,Plevna city,45313
KY,Smithfield city,45313
LA,Pitkin ,45313
MI,Henderson ,45313
MN,Lyle city,45313
MS,Beechwood ,45313
MO,Rushville town,45313
NM,Los Cerrillos ,45313
NM,Tatum town,45313
NC,White Lake town,45313
OH,Gratiot village,45313
PA,Delaware Water Gap borough,45313
SD,Orient town,45313
TX,Sinton city,45313
VA,Ebony ,45313
WI,Gilmanton ,45313
IN,Greencastle city,45315
IL,Greenville city,45320
MD,Westernport town,45320
WA,Peaceful Valley ,45320
SC,Red Bank ,45322
WA,Cle Elum city,45324
NY,Spring Valley village,45326
CA,Murphys ,45330
NY,Greenville  (Greene County),45333
PA,Fayetteville ,45333
PA,Ridgway borough,45335
AZ,Joseph City ,45341
CA,Commerce city,45341
IN,Bremen town,45341
WY,Meeteetse town,45341
IL,Dolton village,45346
CA,Quincy ,45347
MI,Sebewaing village,45350
NH,Sanbornville ,45352
IL,East Hazel Crest village,45353
FL,Oakland Park city,45357
IL,Granite City city,45357
IA,Castalia city,45357
MN,Wood Lake city,45357
MO,Bogard city,45357
MO,Winigan ,45357
OK,Nescatunga ,45357
TX,Gruver city,45357
CO,Grand Junction city,45358
DE,Dover city,45363
VA,Winchester city,45363
IA,Grinnell city,45365
TX,Miguel Barrera ,45365
DE,Milford city,45368
OH,McComb village,45368
TX,Blue Ridge city,45368
NJ,West New York town,45370
AZ,North Fork ,45372
UT,Hildale city,45375
TN,Kingston city,45377
NE,Hebron city,45383
OK,Liberty ,45385
GA,Reed Creek ,45386
ID,Middleton city,45391
TX,Cottonwood Shores city,45391
CA,Greenfield ,45393
NY,Glens Falls city,45395
AL,Warrior city,45396
KY,Shelbyville city,45398
CO,Fort Morgan city,45403
MO,Kimberling City city,45406
OH,Lakewood city,45408
TX,El Campo city,45413
AZ,Dateland ,45417
AR,Everton town,45417
CA,Loleta ,45417
CO,Twin Lakes  (Adams County),45417
FL,Stock Island ,45417
GA,Springfield city,45417
ID,Parker city,45417
ID,Paul city,45417
IL,Du Bois village,45417
IN,Dunreith town,45417
IN,Edwardsport town,45417
IA,Mount Auburn city,45417
KY,Slaughters city,45417
MN,Adams city,45417
MO,Branson West city,45417
NE,Dorchester village,45417
NY,Angelica village,45417
NY,Bloomingburg village,45417
NY,Schoharie village,45417
NC,Proctorville town,45417
ND,Cooperstown city,45417
ND,Palermo city,45417
ND,Warwick city,45417
OH,Zoar village,45417
PA,Mechanicsville borough,45417
UT,Eureka city,45417
WI,Clyman village,45417
WI,Deer Park village,45417
WI,Stone Lake ,45417
WI,Walworth village,45417
WI,Whitehall city,45417
WY,Deaver town,45417
IN,Lebanon city,45424
IL,Hometown city,45426
WV,Stanaford ,45431
IN,Centerville town,45433
NY,Crystal Beach ,45433
OH,Sidney city,45435
MN,St. Cloud city,45437
ID,Wendell city,45438
FL,Rio ,45441
MI,Belleville city,45452
KS,Tescott city,45455
MI,Sunfield village,45455
NE,Herman village,45455
NY,Canajoharie village,45455
PA,Force ,45455
IL,Chicago Ridge village,45458
OH,Jamestown village,45458
IL,Melrose Park village,45459
CA,Canby ,45463
HI,Haena ,45464
KY,Radcliff city,45464
CA,Buckhorn ,45469
NJ,Garfield city,45469
PA,Little Meadows borough,45469
PA,Vanderbilt borough,45469
MA,Worcester city,45472
IN,Grabill town,45474
AL,Thorsby town,45478
MI,Coloma city,45478
PA,McDonald borough,45478
GA,Chickamauga city,45481
MD,Templeville town,45481
MN,Brewster city,45481
TX,Teague city,45484
IL,Macon city,45486
PA,Gratz borough,45486
CA,Arden-Arcade ,45489
WA,North Omak ,45492
PA,Etna borough,45493
KS,Pratt city,45494
AR,Houston town,45500
IL,La Prairie village,45500
IN,Elizabeth town,45500
IN,La Paz town,45500
KS,Oakley city,45500
KS,Plainville city,45500
MN,Lewisville city,45500
MN,Sleepy Eye city,45500
NE,Bridgeport city,45500
OR,Lexington town,45500
UT,Vernon town,45500
WI,Sullivan village,45500
PA,Olyphant borough,45506
IN,Syracuse town,45518
LA,Estherwood village,45521
FL,Villas ,45524
FL,Pensacola city,45527
IA,Sac City city,45528
WI,Schofield city,45530
NY,Watervliet city,45533
AR,Dyer city,45536
IN,Chrisney town,45536
IA,Chillicothe city,45536
MI,Stockbridge village,45536
NV,McGill ,45536
PA,New Milford borough,45536
WA,Loon Lake ,45536
WI,Shiocton village,45536
WI,Strum village,45536
IA,Mount Pleasant city,45539
GA,Irondale ,45540
PA,New Oxford borough,45543
FL,Sun City Center ,45546
OR,Dufur city,45547
IA,Council Bluffs city,45551
IL,Peoria city,45552
AR,Junction City city,45556
ID,Kendrick city,45556
IA,Bagley city,45556
OH,Tuppers Plains ,45556
PA,Knox borough,45556
TN,Friendsville city,45556
TX,Caldwell city,45556
UT,Manti city,45556
WI,Eureka ,45556
LA,Brownfields ,45560
TX,Port Lavaca city,45560
WY,Story ,45561
WV,Pleasant Valley city,45563
KY,Williamstown city,45568
MD,Klondike ,45568
SD,Hermosa town,45568
TX,Somerset city,45568
CA,Shingletown ,45575
OH,Fredericktown village,45583
OH,New Washington village,45583
OK,Lost City ,45583
ID,Arbon Valley ,45585
MI,Carleton village,45588
OR,McMinnville city,45588
MI,Greilickville ,45605
TX,Granbury city,45606
WI,Lake Delton village,45612
IA,Manchester city,45616
AZ,Drexel Heights ,45617
FL,Dunedin city,45618
CA,Ashland ,45621
AK,Tanana city,45625
AR,Fifty-Six city,45625
CA,Mineral ,45625
GA,Jersey city,45625
ID,Ferdinand city,45625
IL,Brownstown village,45625
IL,Nilwood town,45625
IN,La Crosse town,45625
IN,Poneto town,45625
IA,Dickens city,45625
IA,St. Joseph ,45625
KS,Alexander city,45625
KS,Rexford city,45625
MD,Bloomington ,45625
MI,Boon ,45625
MI,Emmett village,45625
MI,Galien village,45625
MN,Alvarado city,45625
MN,Fifty Lakes city,45625
MS,Hurley ,45625
NE,Benedict village,45625
NE,Bristow village,45625
NY,Au Sable Forks ,45625
NC,Lumber Bridge town,45625
ND,Fairdale city,45625
ND,Havana city,45625
OH,Miltonsburg village,45625
OH,Ridgeway village,45625
PA,Leetsdale borough,45625
PA,Rome borough,45625
WI,Bear Creek village,45625
WI,Boaz village,45625
WI,Cornucopia ,45625
WI,Valders village,45625
IL,Burnham village,45638
CA,Twain Harte ,45642
OK,Purcell city,45643
VA,Waynesboro city,45643
NY,Lyons Falls village,45645
TN,Spurgeon ,45647
IL,Thornton village,45650
MN,Lamberton city,45650
TX,Big Spring city,45650
TX,Navasota city,45650
AL,Daleville city,45651
NE,Elm Creek village,45655
VA,Arrington ,45656
WA,Bremerton city,45658
OH,Columbus city,45659
SD,Colman city,45667
VA,Portsmouth city,45676
MD,Mount Rainier city,45677
ND,New Rockford city,45677
IN,Oxford town,45682
IA,Mondamin city,45682
KS,Beloit city,45682
OH,Vienna Center ,45682
MI,New Buffalo city,45685
MO,Festus city,45686
IA,Mount Ayr city,45688
IA,Spencer city,45688
OK,Turpin ,45688
IL,Harvard city,45689
NC,Foscoe ,45694
OH,Marseilles village,45694
PA,Cambridge Springs borough,45694
MO,Ozark city,45695
AR,Pottsville city,45700
OR,Ashland city,45704
IL,Wayne City village,45707
CO,Mountain View town,45714
ID,Nezperce city,45714
IL,Bureau Junction village,45714
IA,Woolstock city,45714
KS,Fall River city,45714
MN,Lake Park city,45714
OR,Labish Village ,45714
SD,Bushnell town,45714
UT,Holden town,45714
FL,Westchester ,45718
VA,Flint Hill ,45724
MT,Bozeman city,45729
OH,Ithaca village,45729
OR,Chenoweth ,45729
PA,Troy borough,45729
WI,Bonduel village,45729
MN,Wheaton city,45733
CA,Cartago ,45735
NC,Lowell city,45737
SC,Johnsonville city,45741
TX,Haltom City city,45745
FL,St. Petersburg city,45748
AR,Gateway town,45750
AR,Oden town,45750
CA,Hiouchi ,45750
FL,Eagle Lake city,45750
IL,Magnolia village,45750
IN,Poseyville town,45750
IA,Kirkman city,45750
LA,Sikes village,45750
MA,Spencer ,45750
MO,Indian Point village,45750
MO,West Alton city,45750
NE,Clearwater village,45750
ND,Fairmount city,45750
PA,Almedia ,45750
PA,Venango borough,45750
TX,Brownsboro city,45761
KY,Louisville/Jefferson County metro government (balance),45762
TX,Elmo ,45764
IN,Hazleton town,45769
PA,Bird-in-Hand ,45769
WI,Buffalo City city,45769
VA,Selma ,45774
KS,Belle Plaine city,45781
MN,Lancaster city,45781
NY,Lodi village,45781
TX,Kress city,45781
CA,Placerville city,45788
IN,Millersburg town,45789
CA,Paramount city,45792
PA,North Belle Vernon borough,45792
AL,Coker town,45795
MS,Soso town,45795
PA,Pine Grove borough,45795
FL,West Palm Beach city,45800
NY,Ellenville village,45800
NM,Nara Visa ,45804
VT,Brandon ,45804
WI,Footville village,45804
WI,Hilbert village,45804
IL,Nashville city,45806
IN,Albany town,45813
MN,Anoka city,45820
MO,Kansas City city,45821
IL,Bunker Hill city,45826
NM,Adelino ,45828
CA,Three Rivers ,45833
IL,Chapin village,45833
IN,Topeka town,45833
IA,Kirkville city,45833
KS,Protection city,45833
KY,Briarwood city,45833
MD,Seat Pleasant city,45833
MI,Big Bay ,45833
MN,St. Hilaire city,45833
MS,Puckett village,45833
NE,Hoskins village,45833
NC,Sandy Creek town,45833
ND,Wyndmere city,45833
OH,Centerville village,45833
PA,Austin borough,45833
PA,Delta borough,45833
PA,Wilmore borough,45833
SC,Mount Carmel ,45833
SD,Ortley town,45833
SD,Wilmot city,45833
WA,Lebam ,45833
ID,Bellevue city,45843
PA,Spring City borough,45844
IL,Waukegan city,45845
OK,Warr Acres city,45846
KS,Udall city,45852
PA,East Salem ,45855
MO,Bridgeton city,45858
AL,Gallant ,45859
MI,Grand Haven city,45859
NH,Claremont city,45859
PA,Clintonville borough,45865
OH,Kingston village,45870
CA,Montebello city,45875
IL,South Pekin village,45875
MI,Maple Rapids village,45875
MT,The Silos ,45875
NC,Pinebluff town,45875
SD,Oacoma town,45875
TX,Rose City city,45875
WI,Legend Lake ,45882
PA,Plains ,45883
PA,Jennerstown borough,45885
NY,Tully village,45887
PA,North East borough,45889
MN,Red Wing city,45890
IL,Cedarville village,45893
IN,Atlanta town,45893
IA,Ferguson city,45893
ND,Bathgate city,45893
PA,Brave ,45893
UT,Moroni city,45893
CA,Victorville city,45894
ME,Randolph ,45896
LA,Fort Polk North ,45904
AL,Ray ,45909
IN,De Motte town,45917
NY,Waterloo village,45919
IN,Oolitic town,45921
WA,Tukwila city,45923
CA,El Cajon city,45925
AL,West Jefferson town,45938
CA,Richfield ,45938
CO,Fraser town,45938
IL,East Brooklyn village,45938
NM,Alcalde ,45938
NC,Rocky Point ,45938
OH,Hartford village,45938
PA,Bolivar borough,45938
PA,Sheakleyville borough,45938
PA,Tunnelhill borough,45938
SC,Enoree ,45938
SD,Summit town,45938
IA,Hampton city,45942
MO,Wright City city,45943
KY,Shepherdsville city,45945
KS,Wichita city,45947
MN,Zumbrota city,45947
PA,Gouldsboro ,45956
OH,Port Clinton city,45960
NM,Upper Fruitland ,45962
PA,Martins Creek ,45962
AR,Sheridan city,45966
MD,Perryman ,45966
OH,Forest village,45969
IN,Gentryville town,45972
MO,Bloomsdale city,45972
WI,Solon Springs village,45972
VT,Winooski city,45974
FL,Laguna Beach ,45978
LA,Sorrel ,45978
LA,Crescent ,45982
NE,Alda village,45982
OH,Chatfield village,45982
DE,Georgetown town,45983
WA,SeaTac city,45985
FL,Belleair Bluffs city,46000
ID,Irwin city,46000
IL,Hillsdale village,46000
IL,Varna village,46000
IA,Cleghorn city,46000
LA,Noble village,46000
NM,Mesilla town,46000
NY,Nelliston village,46000
NC,Millingport ,46000
ND,Kulm city,46000
PA,Nittany ,46000
WY,Kirby town,46000
IL,Merrionette Park village,46016
WA,Mattawa city,46017
CA,Watsonville city,46018
KS,Hope city,46023
MT,Stanford town,46023
NC,Fallston town,46023
NC,McLeansville ,46023
CA,Calimesa city,46025
PA,Baileyville ,46027
TX,Garfield ,46029
PA,Wrightsville borough,46036
FL,Milton city,46040
AL,Hokes Bluff city,46042
